seed,alpha,item,depth,stem,correct,wrong,cold,warm,mismatched,coldB,warmB,mismB
0,0.25,0,0.0,The quartermaster's tally sheet uses form number,NP15,PB22,-1.8546149730682373,-1.7129852771759033,-2.259800672531128,20.15101282019168,20.721121637150645,21.276320832781494
0,0.25,1,0.0909,The diesel storage tank is stencilled vessel number,JS72,BU91,0.13506746292114258,-0.11484098434448242,-0.14425325393676758,17.5580970402807,17.64035472040996,17.75540316547267
0,0.25,2,0.1818,The harbour pilot's licence shows registration code,NK71,TV97,0.9097819328308105,0.8274517059326172,1.100104808807373,19.556194969569333,18.7480361929629,19.101092675002292
0,0.25,3,0.2727,The eastern pumping station runs on circuit label,MU37,CA25,-0.6272311210632324,-0.7598311901092529,-0.7823760509490967,17.79171660344582,18.91753540886566,19.199831435456872
0,0.25,4,0.3636,The radio operator's logbook continues in volume,SE46,WG87,1.2646069526672363,1.2960700988769531,1.2992134094238281,18.28104548412375,18.54273943201406,19.08180369157344
0,0.25,5,0.4545,The survey team's theodolite bears serial number,ED89,UD60,1.4730377197265625,1.432528018951416,1.7366344928741455,19.65852615237236,20.117556450422853,20.250085891457275
0,0.25,6,0.5455,The seismograph at Ridge Camp reports as instrument,JT87,CM24,0.7057490348815918,0.5893607139587402,-0.023185253143310547,17.012966267066076,17.584972609765828,17.917317939689383
0,0.25,7,0.6364,The winter quarters roof panel came from batch,LR81,BV12,-0.21684980392456055,-0.30619335174560547,0.21370983123779297,18.16511170193553,18.471172488527372,19.218409833847545
0,0.25,8,0.7273,The customs declaration quotes reference code,DM65,GF25,0.4762401580810547,0.6779356002807617,0.5498747825622559,19.169248669059016,18.964519737579394,18.90372924262192
0,0.25,9,0.8182,The reserve fuel depot is listed at site code,LV91,RG17,0.4870634078979492,0.43038225173950195,0.5544357299804688,19.423630821926054,19.172612046822906,19.591728513070848
