seed,condition,facts,item,depth,ntok,logprob_per_token
0,cold,A,0,0.3788,19,-1.9386411963588264
0,cold,A,1,0.4712,22,-0.9667023534956652
0,cold,A,2,0.1878,20,-1.5123154943922372
0,cold,A,3,0.7441,18,-1.3969814705455468
0,cold,A,4,0.2797,22,-0.8151382986922148
0,cold,A,5,0.3613,16,-4.005788485519588
0,cold,A,6,0.0819,23,-1.3855174809856259
0,cold,A,7,0.9817,25,-2.763699388516252
0,cold,A,8,0.7967,56,-2.6592719112148706
0,cold,A,9,0.7603,26,-3.1456186881763504
0,cold,A,10,0.6723,18,-3.115004711680942
0,cold,A,11,0.3124,21,-2.5182466394873613
0,cold,A,12,0.546,26,-2.7374174867828307
0,cold,A,13,0.5436,36,-0.5788350205855548
0,cold,A,14,0.9041,35,-2.5045798637954118
0,cold,A,15,0.6746,14,-3.4462196011008928
0,cold,A,16,0.3548,15,-2.2521273605525494
0,cold,A,17,0.3632,41,-0.8997489661957909
0,cold,A,18,0.5126,63,-0.8924092538543933
0,cold,A,19,0.142,18,-3.988093421484033
0,cold,A,20,0.6467,32,-2.824959211775422
0,cold,A,21,0.4815,27,-2.7421130843005677
0,cold,A,22,0.6777,26,-2.780651863700209
0,cold,A,23,0.0596,22,-1.1857670342522562
0,cold,A,24,0.0258,17,-0.5838616207303644
0,cold,A,25,0.7657,26,-2.7102746073013315
0,cold,A,26,0.7909,28,-1.9761693770331996
0,cold,A,27,0.3525,24,-2.4052274518847603
0,cold,A,28,0.8469,12,-2.8942641895264387
0,cold,A,29,0.7277,13,-1.7391154583042057
0,cold,A,30,0.7829,14,-2.201827389599722
0,cold,A,31,0.1594,33,-3.475617766662529
0,cold,A,32,0.1127,43,-1.8207397812044757
0,cold,A,33,0.9404,20,-1.168663403717801
0,cold,A,34,0.3362,22,-2.6455167674311353
0,cold,A,35,0.9697,18,-4.637975815269682
0,cold,A,36,0.6237,17,-2.055256731434116
0,cold,A,37,0.3247,44,-2.5261131150394003
0,cold,A,38,0.8116,25,-3.8547939481027425
0,cold,A,39,0.8487,44,-1.623185258056527
0,cold,A,40,0.7051,20,-2.56151638396841
0,cold,A,41,0.8436,17,-2.074557723600746
0,cold,A,42,0.4148,16,-2.2540448615327477
0,cold,A,43,0.2585,52,-2.9489230406744844
0,cold,A,44,0.266,31,-2.5610092108197993
0,cold,A,45,0.8638,15,-1.334661855082959
0,cold,A,46,0.6851,25,-2.1136148697137833
0,cold,A,47,0.6244,18,-1.0735640974857636
0,cold,A,48,0.479,14,-1.542089860910242
0,cold,A,49,0.3087,28,-3.107137335977833
0,cold,A,50,0.1851,23,-3.7942306832220587
0,cold,A,51,0.2616,29,-2.1286958495941786
0,cold,A,52,0.5661,32,-2.14658603220596
0,cold,A,53,0.8161,20,-1.4685236538469326
0,cold,A,54,0.8031,19,-1.7807076854545525
0,cold,A,55,0.3991,16,-3.1458127349615097
0,cold,A,56,0.1345,30,-2.561610156384995
0,cold,A,57,0.6911,42,-2.501556964182479
0,cold,A,58,0.9156,13,-2.356266590605418
0,cold,A,59,0.3479,15,-2.6663728108008704
0,cold,A,60,0.5699,20,-2.2854081106197555
0,cold,A,61,0.448,15,-1.2258279368094616
0,cold,A,62,0.7955,18,-2.846457265346544
0,cold,A,63,0.2752,34,-1.6158433082266985
0,cold,A,64,0.1565,35,-2.6310683576620897
0,cold,A,65,0.2101,31,-1.126099662926619
0,cold,A,66,0.8216,43,-2.579324304146508
0,cold,A,67,0.1354,30,-2.1374949521617963
0,cold,A,68,0.461,43,-0.7904389110186711
0,cold,A,69,0.0603,49,-1.5970492835935592
0,cold,A,70,0.5455,14,-2.7397044098802974
0,cold,A,71,0.8761,12,-3.3561609061434865
0,cold,A,72,0.9667,19,-2.7937745208802975
0,cold,A,73,0.8165,15,-3.5241356531778973
0,cold,A,74,0.5366,18,-3.485778600184454
0,cold,A,75,0.3295,29,-2.4338308250178295
0,cold,A,76,0.431,25,-3.611012303829193
0,cold,A,77,0.7001,27,-0.7734133808595222
0,cold,A,78,0.0589,28,-0.2166829311807825
0,cold,A,79,0.2435,19,-2.303605644228427
0,cold,A,80,0.9773,23,-2.041572324868352
0,cold,A,81,0.1241,37,-3.240184167248977
0,cold,A,82,0.4138,22,-1.5449450556400486
0,cold,A,83,0.0455,15,-2.7589055590253944
0,cold,A,84,0.2331,26,-0.06896081191357203
0,cold,A,85,0.8125,31,-1.5819842999234455
0,cold,A,86,0.8463,18,-1.8983184585296031
0,cold,A,87,0.6683,37,-1.9853511855609534
0,cold,A,88,0.4845,18,-3.5542366761300297
0,cold,A,89,0.6303,14,-1.7018972344563477
0,cold,A,90,0.6711,30,-1.2724864281209496
0,cold,A,91,0.9537,26,-2.8785787561478524
0,cold,A,92,0.3653,34,-1.1990996936027145
0,cold,A,93,0.6215,48,-2.8631298388691753
0,cold,A,94,0.4933,26,-1.4224428870298793
0,cold,A,95,0.1945,18,-1.1535303186191312
0,cold,A,96,0.6894,31,-1.8007108260569493
0,cold,A,97,0.9812,18,-3.6301700567516186
0,cold,A,98,0.4905,15,-2.4287310768229267
0,cold,A,99,0.0327,24,-2.774910280146287
0,cold,A,100,0.6718,15,-1.9700766761476796
0,cold,A,101,0.1736,31,-0.7467442116054196
0,cold,A,102,0.496,25,-1.9333157065766864
0,cold,A,103,0.8658,16,-3.4078646755078807
0,cold,A,104,0.7808,21,-2.048018141725888
0,cold,A,105,0.8304,14,-0.8463291803527682
0,cold,A,106,0.9118,35,-2.176834600851206
0,cold,A,107,0.559,12,-1.9673583557208378
0,cold,A,108,0.9653,40,-1.1603015099790355
0,cold,A,109,0.0374,20,-1.396573100630485
0,cold,A,110,0.1412,22,-3.1557576558341016
0,cold,A,111,0.7395,33,-1.1907609203754514
0,cold,A,112,0.6173,34,-2.9754884560551385
0,cold,A,113,0.1674,32,-1.139966295427655
0,cold,A,114,0.2933,20,-2.7945564669324083
0,cold,A,115,0.8987,19,-2.126045354102787
0,cold,A,116,0.9492,11,-1.594467270103368
0,cold,A,117,0.9072,13,-3.2765283103172598
0,cold,A,118,0.2322,30,-2.3101218592901813
0,cold,A,119,0.6077,17,-1.8523142981592922
0,cold,A,120,0.3897,24,-3.497092834673822
0,cold,A,121,0.1073,12,-0.7620610606245464
0,cold,A,122,0.7258,24,-1.7402602277191666
0,cold,A,123,0.0401,18,-4.081088568601343
0,cold,A,124,0.0531,15,-1.8694967336642245
0,cold,A,125,0.69,17,-0.8111073916524594
0,cold,A,126,0.177,16,-2.244586437022008
0,cold,A,127,0.9929,160,-3.0210333905371956
0,cold,A,128,0.1093,20,-1.780964843631955
0,cold,A,129,0.5617,24,-2.7938173946458846
0,cold,A,130,0.7508,16,-0.7565239032774116
0,cold,A,131,0.0826,16,-0.9062094194232486
0,cold,A,132,0.0322,16,-2.7302998912055045
0,cold,A,133,0.5312,39,-1.1678400340233333
0,cold,A,134,0.5666,72,-2.4721467500672185
0,cold,A,135,0.9408,83,-2.359743867726598
0,cold,A,136,0.7777,13,-3.3054937740358024
0,cold,A,137,0.4571,56,-2.259064332483831
0,cold,A,138,0.0176,31,-2.348825592051951
0,cold,A,139,0.3288,31,-1.5318629336881362
0,cold,A,140,0.0703,16,-2.439833104144782
0,cold,A,141,0.0471,26,-1.8502445919931723
0,cold,A,142,0.1869,25,-3.573184417486191
0,cold,A,143,0.5905,43,-1.0720981775923784
0,cold,A,144,0.8782,33,-1.5091363589317277
0,cold,A,145,0.455,15,-1.334661855082959
0,cold,A,146,0.5175,102,-1.3859721034282124
0,cold,A,147,0.5732,23,-2.451676344094069
0,cold,A,148,0.7064,32,-1.29816177597786
0,cold,A,149,0.324,21,-1.5083557928779296
0,cold,A,150,0.5581,34,-3.4862787493210123
0,cold,A,151,0.3904,17,-3.2506677587242687
0,cold,A,152,0.1603,32,-3.7993909949145745
0,cold,A,153,0.6163,36,-1.6588381658641285
0,cold,A,154,0.8192,31,-2.167919353491837
0,cold,A,155,0.2627,37,-2.88079004432704
0,cold,A,156,0.0777,13,-1.4881961483221788
0,cold,A,157,0.5999,15,-0.5828727511378626
0,cold,A,158,0.404,22,-2.432018084197559
0,cold,A,159,0.5603,15,-2.7593113203843433
0,cold,A,160,0.2514,41,-2.4223957842161945
0,cold,A,161,0.0448,30,-0.8558747530046579
0,cold,A,162,0.2317,19,-2.0773383692243157
0,cold,A,163,0.5117,37,-1.642595427161133
0,cold,A,164,0.0991,25,-1.4053049446363002
0,cold,A,165,0.0394,23,-2.816914295291771
0,cold,A,166,0.7083,17,-1.7027306904809152
0,cold,A,167,0.2524,47,-2.35364107927679
0,cold,A,168,0.2791,21,-1.5073636397719383
0,cold,A,169,0.1585,26,-3.094249999347644
0,cold,A,170,0.6019,16,-0.24454874162984197
0,cold,A,171,0.9852,156,-2.5063669827362993
0,cold,A,172,0.2498,35,-1.1190692871073094
0,cold,A,173,0.6094,16,-2.5907310424372554
0,cold,A,174,0.3578,132,-2.5911165369245945
0,cold,A,175,0.9109,21,-3.274693814594121
0,cold,A,176,0.9805,26,-2.47265358817486
0,cold,A,177,0.2062,20,-2.4063965753215597
0,cold,A,178,0.4253,21,-1.3382313900427627
0,cold,A,179,0.437,21,-2.207655220957739
0,cold,A,180,0.7643,24,-1.412798807216556
0,cold,A,181,0.391,39,-2.875078143945967
0,cold,A,182,0.753,19,-2.37617594010264
0,cold,A,183,0.5938,15,-2.907209161420663
0,cold,A,184,0.4126,50,-2.4388677934743463
0,cold,A,185,0.8664,62,-3.4530802186702436
0,cold,A,186,0.2953,18,-3.3738786888619265
0,cold,A,187,0.5102,13,-2.258592672072924
0,cold,A,188,0.2742,15,-2.3212553123633066
0,cold,A,189,0.9389,19,-2.355482363387158
0,cold,A,190,0.3967,33,-1.9886702651803552
0,cold,A,191,0.4486,64,-1.9067149259572034
0,cold,A,192,0.9186,181,-2.048557331958253
0,cold,A,193,0.1581,18,-2.684312086694667
0,cold,A,194,0.8082,41,-1.7160639108554212
0,cold,A,195,0.8349,22,-3.8620464233364062
0,cold,A,196,0.2167,16,-1.9613473344943486
0,cold,A,197,0.7037,30,-0.10009469505566812
0,cold,A,198,0.0628,18,-2.189434834743022
0,cold,A,199,0.4004,29,-1.249937675058328
0,cold,B,0,0.0,18,-0.004041579235490644
0,cold,B,1,0.0503,21,-0.0017510088165138206
0,cold,B,2,0.1072,49,-0.04416624771017398
0,cold,B,3,0.1604,16,-0.0017488959174443153
0,cold,B,4,0.2519,16,-0.0011823253964848845
0,cold,B,5,0.2784,15,-0.01811096950841602
0,cold,B,6,0.3017,21,-0.009525334921255265
0,cold,B,7,0.3358,30,-0.003260146047523449
0,cold,B,8,0.3799,15,-0.03414292992868771
0,cold,B,9,0.4135,26,-0.0009922217394222781
0,cold,B,10,0.489,21,-0.0030349501813318404
0,cold,B,11,0.5274,12,-0.012735322239071442
0,cold,B,12,0.5605,22,-0.010975817533273419
0,cold,B,13,0.5925,16,-0.008090136348982924
0,cold,B,14,0.6523,46,-0.012223582888549097
0,cold,B,15,0.7286,20,-0.007530272419171524
0,cold,B,16,0.7724,21,-0.006743467532076119
0,cold,B,17,0.8189,40,-0.005958011100301519
0,cold,B,18,0.8796,79,-0.004223623296800011
0,warm,A,0,0.3788,19,-2.206061995772057
0,warm,A,1,0.4712,22,-1.5491587588648228
0,warm,A,2,0.1878,20,-1.495455546338053
0,warm,A,3,0.7441,18,-1.466851798364789
0,warm,A,4,0.2797,22,-1.376062694865554
0,warm,A,5,0.3613,16,-3.438723105471581
0,warm,A,6,0.0819,23,-1.53206329314929
0,warm,A,7,0.9817,25,-3.17547981977812
0,warm,A,8,0.7967,56,-3.1433618441307254
0,warm,A,9,0.7603,26,-3.648129514275262
0,warm,A,10,0.6723,18,-2.8496991139254533
0,warm,A,11,0.3124,21,-2.640888643129507
0,warm,A,12,0.546,26,-3.1083665673549357
0,warm,A,13,0.5436,36,-0.8612593001194505
0,warm,A,14,0.9041,35,-2.475383240563263
0,warm,A,15,0.6746,14,-4.334398223286761
0,warm,A,16,0.3548,15,-2.1494472309947015
0,warm,A,17,0.3632,41,-1.0962916621306582
0,warm,A,18,0.5126,63,-1.1933171923331443
0,warm,A,19,0.142,18,-4.64503999075128
0,warm,A,20,0.6467,32,-3.781916456995532
0,warm,A,21,0.4815,27,-3.0349206267683595
0,warm,A,22,0.6777,26,-3.3341159377820215
0,warm,A,23,0.0596,22,-1.9068029150340324
0,warm,A,24,0.0258,17,-0.9959321603288546
0,warm,A,25,0.7657,26,-2.43013366104032
0,warm,A,26,0.7909,28,-2.1236640688564097
0,warm,A,27,0.3525,24,-2.4005306355369007
0,warm,A,28,0.8469,12,-2.886291195948919
0,warm,A,29,0.7277,13,-2.066407711746601
0,warm,A,30,0.7829,14,-2.517738220681037
0,warm,A,31,0.1594,33,-3.8289447775618597
0,warm,A,32,0.1127,43,-2.1718071821459763
0,warm,A,33,0.9404,20,-1.093772736703977
0,warm,A,34,0.3362,22,-2.7394814862001855
0,warm,A,35,0.9697,18,-4.559934558139907
0,warm,A,36,0.6237,17,-2.058693348772495
0,warm,A,37,0.3247,44,-2.628108977107331
0,warm,A,38,0.8116,25,-3.6448046059161423
0,warm,A,39,0.8487,44,-2.518988109574738
0,warm,A,40,0.7051,20,-2.857194773666561
0,warm,A,41,0.8436,17,-2.6004159458748557
0,warm,A,42,0.4148,16,-2.4967924505472183
0,warm,A,43,0.2585,52,-3.2807901854964885
0,warm,A,44,0.266,31,-3.214803096868338
0,warm,A,45,0.8638,15,-1.5427345314373573
0,warm,A,46,0.6851,25,-2.422797103226185
0,warm,A,47,0.6244,18,-1.4388751539000724
0,warm,A,48,0.479,14,-2.0563731693962057
0,warm,A,49,0.3087,28,-3.1358404480519573
0,warm,A,50,0.1851,23,-4.487384522414726
0,warm,A,51,0.2616,29,-2.537321505040444
0,warm,A,52,0.5661,32,-2.2191661062533967
0,warm,A,53,0.8161,20,-1.91563746384345
0,warm,A,54,0.8031,19,-2.306113060582184
0,warm,A,55,0.3991,16,-3.868316650390625
0,warm,A,56,0.1345,30,-3.2414806578308344
0,warm,A,57,0.6911,42,-2.985759245602475
0,warm,A,58,0.9156,13,-3.469279485109907
0,warm,A,59,0.3479,15,-2.5175142258405687
0,warm,A,60,0.5699,20,-2.679975161701441
0,warm,A,61,0.448,15,-1.5768319236129174
0,warm,A,62,0.7955,18,-3.025343310760541
0,warm,A,63,0.2752,34,-2.0871656490113204
0,warm,A,64,0.1565,35,-2.816616772825364
0,warm,A,65,0.2101,31,-1.3477199225603873
0,warm,A,66,0.8216,43,-3.0857032287979584
0,warm,A,67,0.1354,30,-2.3500224457898486
0,warm,A,68,0.461,43,-0.8894942624664995
0,warm,A,69,0.0603,49,-1.9528099273471637
0,warm,A,70,0.5455,14,-2.6311906012041226
0,warm,A,71,0.8761,12,-3.5949643144073584
0,warm,A,72,0.9667,19,-3.116027371663796
0,warm,A,73,0.8165,15,-3.6520789821942645
0,warm,A,74,0.5366,18,-3.6772852443779507
0,warm,A,75,0.3295,29,-2.675579298897807
0,warm,A,76,0.431,25,-3.794415742754936
0,warm,A,77,0.7001,27,-1.020754924962131
0,warm,A,78,0.0589,28,-0.28975834561944275
0,warm,A,79,0.2435,19,-2.610428383867992
0,warm,A,80,0.9773,23,-2.7183164168293485
0,warm,A,81,0.1241,37,-3.3440591423092663
0,warm,A,82,0.4138,22,-1.7909515285017816
0,warm,A,83,0.0455,15,-3.0481290792425475
0,warm,A,84,0.2331,26,-0.20263558657293637
0,warm,A,85,0.8125,31,-1.838195636327709
0,warm,A,86,0.8463,18,-2.389819909921951
0,warm,A,87,0.6683,37,-2.378985284456379
0,warm,A,88,0.4845,18,-3.8976009434296026
0,warm,A,89,0.6303,14,-1.979264936942075
0,warm,A,90,0.6711,30,-1.3003868640128833
0,warm,A,91,0.9537,26,-3.0477902717315235
0,warm,A,92,0.3653,34,-1.3818242704232142
0,warm,A,93,0.6215,48,-3.4204181487314904
0,warm,A,94,0.4933,26,-1.5836410847170135
0,warm,A,95,0.1945,18,-1.5801527525763959
0,warm,A,96,0.6894,31,-3.0738470910056943
0,warm,A,97,0.9812,18,-3.7941228270841143
0,warm,A,98,0.4905,15,-2.4214542453487713
0,warm,A,99,0.0327,24,-2.831406151798243
0,warm,A,100,0.6718,15,-2.655645439370225
0,warm,A,101,0.1736,31,-0.8362962569095074
0,warm,A,102,0.496,25,-2.0423994339397176
0,warm,A,103,0.8658,16,-3.4415246108546853
0,warm,A,104,0.7808,21,-2.063676467445302
0,warm,A,105,0.8304,14,-2.110364860988089
0,warm,A,106,0.9118,35,-2.265005482447201
0,warm,A,107,0.559,12,-2.0783405850330987
0,warm,A,108,0.9653,40,-2.083771402428829
0,warm,A,109,0.0374,20,-1.9960816429927946
0,warm,A,110,0.1412,22,-3.11178471500435
0,warm,A,111,0.7395,33,-1.3658612253652378
0,warm,A,112,0.6173,34,-3.716900996316005
0,warm,A,113,0.1674,32,-1.8798487025251234
0,warm,A,114,0.2933,20,-2.8712757132016122
0,warm,A,115,0.8987,19,-2.2038193211743704
0,warm,A,116,0.9492,11,-1.712920438159596
0,warm,A,117,0.9072,13,-3.8186389861198573
0,warm,A,118,0.2322,30,-2.7086497913425167
0,warm,A,119,0.6077,17,-2.0263924048263373
0,warm,A,120,0.3897,24,-3.8634593822062016
0,warm,A,121,0.1073,12,-0.9513102428366741
0,warm,A,122,0.7258,24,-2.447452568759521
0,warm,A,123,0.0401,18,-4.719535616123014
0,warm,A,124,0.0531,15,-2.138414536416531
0,warm,A,125,0.69,17,-1.011161228212158
0,warm,A,126,0.177,16,-2.2423433529620524
0,warm,A,127,0.9929,160,-3.4356448821141385
0,warm,A,128,0.1093,20,-2.035986964072799
0,warm,A,129,0.5617,24,-2.884192793785284
0,warm,A,130,0.7508,16,-0.9504218492656946
0,warm,A,131,0.0826,16,-1.2172762304981006
0,warm,A,132,0.0322,16,-3.042445839208085
0,warm,A,133,0.5312,39,-1.315673210474555
0,warm,A,134,0.5666,72,-2.6556715446964114
0,warm,A,135,0.9408,83,-2.694108268296548
0,warm,A,136,0.7777,13,-3.6629385572786513
0,warm,A,137,0.4571,56,-2.7292113213167926
0,warm,A,138,0.0176,31,-2.4163471552798703
0,warm,A,139,0.3288,31,-1.5999598036024478
0,warm,A,140,0.0703,16,-2.6384730264544487
0,warm,A,141,0.0471,26,-2.319256017700984
0,warm,A,142,0.1869,25,-3.6442114052176477
0,warm,A,143,0.5905,43,-1.336137194365133
0,warm,A,144,0.8782,33,-1.7030249896924943
0,warm,A,145,0.455,15,-1.5427345314373573
0,warm,A,146,0.5175,102,-2.061638517483302
0,warm,A,147,0.5732,23,-3.1593025080535724
0,warm,A,148,0.7064,32,-1.4907216000865446
0,warm,A,149,0.324,21,-1.756463759395826
0,warm,A,150,0.5581,34,-3.645246115458362
0,warm,A,151,0.3904,17,-3.729570217868861
0,warm,A,152,0.1603,32,-4.212365099447197
0,warm,A,153,0.6163,36,-2.214753623637888
0,warm,A,154,0.8192,31,-2.1675712231907154
0,warm,A,155,0.2627,37,-2.9546508678310626
0,warm,A,156,0.0777,13,-1.814395764699349
0,warm,A,157,0.5999,15,-0.7504127823165618
0,warm,A,158,0.404,22,-2.8751285833052616
0,warm,A,159,0.5603,15,-3.4502843608458837
0,warm,A,160,0.2514,41,-2.718269526382068
0,warm,A,161,0.0448,30,-1.1327704132224123
0,warm,A,162,0.2317,19,-2.5162934116026583
0,warm,A,163,0.5117,37,-1.8694063486481034
0,warm,A,164,0.0991,25,-1.9347607944719494
0,warm,A,165,0.0394,23,-3.1037923320722967
0,warm,A,166,0.7083,17,-2.132770912249244
0,warm,A,167,0.2524,47,-2.6547298553130996
0,warm,A,168,0.2791,21,-1.8169051920551629
0,warm,A,169,0.1585,26,-3.5088576619835714
0,warm,A,170,0.6019,16,-0.2820704319055949
0,warm,A,171,0.9852,156,-2.662446898809718
0,warm,A,172,0.2498,35,-1.2729849288655843
0,warm,A,173,0.6094,16,-2.9124989975243807
0,warm,A,174,0.3578,132,-3.5689823567773793
0,warm,A,175,0.9109,21,-3.7918920069932938
0,warm,A,176,0.9805,26,-2.9903477451119285
0,warm,A,177,0.2062,20,-3.1588590122992173
0,warm,A,178,0.4253,21,-1.4176040436113475
0,warm,A,179,0.437,21,-2.2145677862045843
0,warm,A,180,0.7643,24,-1.5514316136153259
0,warm,A,181,0.391,39,-3.059082135749169
0,warm,A,182,0.753,19,-3.156037070249256
0,warm,A,183,0.5938,15,-3.1392034024000166
0,warm,A,184,0.4126,50,-2.9765094255981968
0,warm,A,185,0.8664,62,-3.7237712616221077
0,warm,A,186,0.2953,18,-3.6805757064786224
0,warm,A,187,0.5102,13,-2.2047510468042812
0,warm,A,188,0.2742,15,-2.7610011011362077
0,warm,A,189,0.9389,19,-2.3458044089769063
0,warm,A,190,0.3967,33,-1.9997963768502374
0,warm,A,191,0.4486,64,-2.3531375342427054
0,warm,A,192,0.9186,181,-2.0684996620192835
0,warm,A,193,0.1581,18,-3.14641046943143
0,warm,A,194,0.8082,41,-1.8022776375689384
0,warm,A,195,0.8349,22,-3.852195608852939
0,warm,A,196,0.2167,16,-2.605371652636677
0,warm,A,197,0.7037,30,-0.68723998258356
0,warm,A,198,0.0628,18,-2.7097727838489742
0,warm,A,199,0.4004,29,-2.147500359003657
0,warm,B,0,0.0,18,-0.010573201269734354
0,warm,B,1,0.0503,21,-0.005530335735481155
0,warm,B,2,0.1072,49,-0.03919801303484802
0,warm,B,3,0.1604,16,-0.011626585522208188
0,warm,B,4,0.2519,16,-0.005883687415007444
0,warm,B,5,0.2784,15,-0.008497692240052857
0,warm,B,6,0.3017,21,-0.005769125005220606
0,warm,B,7,0.3358,30,-0.01637884167006026
0,warm,B,8,0.3799,15,-0.018002928118221462
0,warm,B,9,0.4135,26,-0.005725660797837078
0,warm,B,10,0.489,21,-0.007416245813060197
0,warm,B,11,0.5274,12,-0.007356135742156766
0,warm,B,12,0.5605,22,-0.014479612799319015
0,warm,B,13,0.5925,16,-0.01644038637914491
0,warm,B,14,0.6523,46,-0.028659317762978153
0,warm,B,15,0.7286,20,-0.008879649330629036
0,warm,B,16,0.7724,21,-0.004073782720730551
0,warm,B,17,0.8189,40,-0.011684802341187605
0,warm,B,18,0.8796,79,-0.0045722596294903665
0,mismatched,A,0,0.3788,19,-2.1364927516490417
0,mismatched,A,1,0.4712,22,-1.4483461986422876
0,mismatched,A,2,0.1878,20,-1.4234151005766762
0,mismatched,A,3,0.7441,18,-1.410325373083146
0,mismatched,A,4,0.2797,22,-1.3524699933001434
0,mismatched,A,5,0.3613,16,-3.3959204549901187
0,mismatched,A,6,0.0819,23,-1.5056907517592544
0,mismatched,A,7,0.9817,25,-3.143025895022438
0,mismatched,A,8,0.7967,56,-3.1301787478483414
0,mismatched,A,9,0.7603,26,-3.617561458180157
0,mismatched,A,10,0.6723,18,-2.9584625784320653
0,mismatched,A,11,0.3124,21,-2.613962278135919
0,mismatched,A,12,0.546,26,-3.133825641985123
0,mismatched,A,13,0.5436,36,-0.8377505588966111
0,mismatched,A,14,0.9041,35,-2.4657258601260503
0,mismatched,A,15,0.6746,14,-4.2227720602282455
0,mismatched,A,16,0.3548,15,-2.243122592071692
0,mismatched,A,17,0.3632,41,-1.0853521285405405
0,mismatched,A,18,0.5126,63,-1.187597928110451
0,mismatched,A,19,0.142,18,-4.720718638764487
0,mismatched,A,20,0.6467,32,-3.559788320795633
0,mismatched,A,21,0.4815,27,-3.0698009739733405
0,mismatched,A,22,0.6777,26,-3.209880215724787
0,mismatched,A,23,0.0596,22,-1.7661468858185054
0,mismatched,A,24,0.0258,17,-1.0643554273992777
0,mismatched,A,25,0.7657,26,-2.4999151730623383
0,mismatched,A,26,0.7909,28,-2.050358237432582
0,mismatched,A,27,0.3525,24,-2.3641810090727327
0,mismatched,A,28,0.8469,12,-2.8675258172055087
0,mismatched,A,29,0.7277,13,-1.995195905964535
0,mismatched,A,30,0.7829,14,-2.467019854911736
0,mismatched,A,31,0.1594,33,-3.76002662865953
0,mismatched,A,32,0.1127,43,-2.1621720371415925
0,mismatched,A,33,0.9404,20,-1.0711720288265496
0,mismatched,A,34,0.3362,22,-2.816925935341384
0,mismatched,A,35,0.9697,18,-4.539331150551637
0,mismatched,A,36,0.6237,17,-2.146028979715672
0,mismatched,A,37,0.3247,44,-2.614399915963242
0,mismatched,A,38,0.8116,25,-3.6663812401890756
0,mismatched,A,39,0.8487,44,-2.3115349127381872
0,mismatched,A,40,0.7051,20,-2.80661482391879
0,mismatched,A,41,0.8436,17,-2.5287260765428927
